emp_no,first_name,last_name,title,from_date,to_date
455290,Heng,Jording,Senior Engineer,2000-04-04,2000-04-04
455302,Yaghout,Deverell,Staff,1997-07-06,9999-01-01
455333,Souichi,Anick,Senior Engineer,1993-04-21,1993-04-21
455373,Shimshon,Eiter,Senior Staff,1996-03-05,1996-03-05
455375,Sumali,Zhang,Senior Engineer,1996-05-15,1996-05-15
455402,Nidapan,Luce,Senior Staff,1992-11-25,1992-11-25
455413,Roddy,Matzat,Senior Engineer,1987-07-31,9999-01-01
455441,Yifei,Schiper,Senior Staff,1992-05-04,1992-05-04
455470,Gal,Toyoshima,Senior Engineer,1988-12-22,9999-01-01
455476,Limsoon,Speek,Senior Staff,2000-09-13,2000-09-13
455525,Duro,Murtagh,Senior Engineer,1995-08-17,1995-08-17
455554,Xinyu,Pietrzykowski,Senior Staff,2000-12-31,2000-12-31
455579,Evgueni,Birrer,Senior Staff,1998-01-29,1998-01-29
455590,Claude,Danlos,Engineer,1998-12-18,9999-01-01
455626,Nirmal,Piancastelli,Senior Staff,1995-12-15,1995-12-15
455630,Jiong,Muchinsky,Senior Staff,1993-06-03,1993-06-03
455669,Reuven,Giaccio,Staff,1996-06-02,9999-01-01
455727,Kolar,Veccia,Senior Staff,1991-07-05,1991-07-05
455755,Mihalis,Kenevan,Senior Engineer,1999-05-21,1999-05-21
455806,Bogdan,Schahn,Senior Staff,1994-10-04,1994-10-04
455848,Pramod,Penttonen,Senior Engineer,1992-08-30,1992-08-30
456063,Jayesh,Bolotov,Senior Staff,1993-12-14,1993-12-14
456161,Pranas,Lindenbaum,Senior Staff,1985-09-12,9999-01-01
456204,Leif,Zschoche,Senior Staff,1994-07-21,1994-07-21
456205,Faiza,Botman,Senior Engineer,1992-09-15,1992-09-15
456258,Kristian,Anandan,Engineer,1999-09-18,9999-01-01
456286,Maria,Taubenfeld,Senior Staff,1986-12-15,9999-01-01
456294,Vishv,Shinomoto,Senior Engineer,1999-09-02,9999-01-01
456300,Demin,Chiodo,Senior Engineer,1999-06-16,9999-01-01
456355,Weiyi,Picaronny,Technique Leader,1989-03-07,9999-01-01
456394,Nectarios,Bellone,Senior Staff,1988-03-08,9999-01-01
456473,Baoqiu,Ciolek,Senior Staff,1986-12-12,9999-01-01
456487,Jouko,Dechter,Senior Staff,2001-01-16,2001-01-16
456553,Aram,Gulla,Senior Staff,1994-04-25,1994-04-25
456614,Djenana,Iisaku,Senior Engineer,1996-08-30,1996-08-30
456659,Seongbae,Azuma,Senior Engineer,1994-03-11,1994-03-11
456677,Kien,Lieblein,Senior Staff,1994-12-12,1994-12-12
456685,Gladys,Champarnaud,Staff,1996-03-25,9999-01-01
456736,Anoosh,Pettit,Senior Staff,1993-01-24,1993-01-24
456744,Maia,Chandrasekhar,Senior Engineer,2000-12-30,2000-12-30
456774,Shaunak,Cappelli,Technique Leader,1991-04-22,9999-01-01
456783,Shaunak,Furudate,Senior Staff,1993-03-25,1993-03-25
456827,Panayotis,Chiola,Engineer,1998-03-13,1998-03-13
456913,Randy,Broder,Senior Staff,1993-03-09,1993-03-09
456927,Kensei,Comellas,Senior Staff,1994-09-28,1994-09-28
456929,Torsten,Capobianchi,Senior Staff,1998-10-24,1998-10-24
456941,Jamaludin,Ishibashi,Senior Staff,2000-05-06,2000-05-06
456947,Tsutomu,Porotnikoff,Senior Engineer,1998-08-24,1998-08-24
456989,Jinpo,Sooriamurthi,Senior Engineer,1990-06-07,1990-06-07
456990,Urs,Merks,Senior Engineer,1995-06-04,9999-01-01
457008,Subhrajyoti,Welham,Senior Staff,1992-06-24,1992-06-24
457089,Jacqueline,Lambe,Senior Engineer,2001-01-06,2001-01-06
457126,Hongzue,Warwick,Senior Staff,1994-02-03,1994-02-03
457191,Barun,Iacovou,Assistant Engineer,1999-03-24,9999-01-01
457196,Sanjiv,Chachaty,Senior Staff,1993-05-05,1993-05-05
457219,Sedat,Matheson,Senior Engineer,1987-01-28,9999-01-01
457237,Mansur,Kalsbeek,Senior Engineer,1994-06-09,1994-06-09
457299,Zito,Molenkamp,Engineer,1994-06-09,1994-06-09
457417,Hongzue,Kirkerud,Senior Engineer,1988-09-28,9999-01-01
457422,Dung,Fasbender,Senior Staff,2001-10-24,2001-10-24
457450,Jinya,Bael,Senior Staff,2001-11-17,2001-11-17
457548,Leszek,Lorho,Technique Leader,1992-12-10,9999-01-01
457564,Heather,Riefers,Senior Staff,1990-02-15,1990-02-15
457577,Adin,Rosay,Staff,1995-07-12,9999-01-01
457598,Marla,Vidya,Technique Leader,1999-12-09,9999-01-01
457636,Tokuyasu,Flexer,Senior Staff,1996-08-20,1996-08-20
457651,Hongzhu,Pauthner,Senior Engineer,1994-08-13,1994-08-13
457667,Mahmut,Kumaresan,Senior Staff,1997-05-24,1997-05-24
457759,Heng,Chorvat,Senior Engineer,1990-08-29,1990-08-29
457770,Ute,Nitsch,Senior Staff,1992-04-12,1992-04-12
457811,Jiong,Rindone,Senior Engineer,1986-10-24,9999-01-01
457846,Krisda,Alblas,Senior Staff,1998-09-10,1998-09-10
457859,Yaghout,Beausoleil,Senior Engineer,1999-01-17,1999-01-17
457866,Eckart,Potthoff,Senior Engineer,1988-02-07,9999-01-01
458015,Amalendu,Noriega,Senior Engineer,1996-06-27,1996-06-27
458090,Teunis,Hofstetter,Senior Engineer,1995-01-22,1995-01-22
458147,Erzsebet,Ramsey,Senior Staff,1986-06-06,9999-01-01
458162,Pragnesh,Pearson,Technique Leader,1987-03-17,9999-01-01
458199,Yuguang,Isard,Senior Engineer,1986-11-17,9999-01-01
458203,Monique,Fargier,Senior Engineer,1997-06-21,1997-06-21
458238,Barton,Baumann,Senior Engineer,1998-06-01,1992-06-01
458326,Christfried,Penttonen,Engineer,1996-06-10,9999-01-01
458416,Lucian,Krybus,Senior Engineer,1990-07-16,1990-07-16
458441,Jovan,Ebeling,Senior Engineer,2000-09-06,2000-09-06
458452,Mamdouh,Suwa,Senior Staff,1993-09-25,1993-09-25
458463,Ronghao,Kavraki,Senior Engineer,1990-08-07,1990-08-07
458498,Jayson,Rahimi,Senior Staff,1998-04-20,1998-04-20
458550,Geoffry,Setlzner,Senior Staff,1986-11-24,9999-01-01
458621,JoAnna,Luks,Senior Staff,1995-03-06,1995-03-06
458664,Oldrich,Syang,Senior Staff,1993-11-03,1993-11-03
458676,Sanjiv,Anandan,Senior Engineer,1995-07-15,9999-01-01
458700,Frazer,Cannard,Senior Engineer,1990-02-19,1990-02-19
458710,Uwe,Willoner,Senior Engineer,1995-06-16,1995-06-16
458739,Jacqueline,Lienhardt,Senior Engineer,1996-07-23,1996-07-23
458756,Jagoda,Georg,Senior Staff,1997-11-26,9999-01-01
458768,Rosella,Danner,Senior Staff,1991-11-29,1991-11-29
458830,Denny,Murillo,Technique Leader,1996-08-10,9999-01-01
458841,Youpyo,Paciorek,Senior Engineer,1993-01-01,1993-01-01
458887,Ioana,Halloran,Senior Staff,1993-08-26,1993-08-26
458909,Gunilla,Pluym,Engineer,1997-11-10,9999-01-01
458936,Jacqueline,Siksek,Senior Staff,1998-06-25,1998-06-25
458941,Tru,Vingron,Senior Staff,1995-12-07,1995-12-07
458948,Mang,Boissier,Senior Staff,1993-05-16,1993-05-16
458966,Billie,Ciolek,Senior Engineer,1994-08-24,1994-08-24
458968,Turgut,Schwartzbauer,Senior Staff,1999-01-05,1999-01-05
459018,Ziya,Shanbhogue,Senior Engineer,1996-03-25,1996-03-25
459042,Lena,Hiyoshi,Senior Engineer,2001-05-06,2001-05-06
459046,JoAnna,Comellas,Senior Engineer,1997-10-02,1997-10-02
459085,Freyja,Pearson,Senior Staff,1996-07-23,9999-01-01
459100,Mohammad,Thibadeau,Senior Engineer,1994-07-28,1994-07-28
459127,Gill,Flanders,Senior Engineer,1997-05-21,1997-05-21
459154,Odoardo,Garigliano,Senior Engineer,1995-01-26,1995-01-26
459158,Naftali,Anger,Senior Staff,2002-07-31,2002-07-31
459164,Nimmagadda,Landherr,Senior Engineer,1994-02-16,1994-02-16
459240,Randi,Henders,Senior Engineer,1987-07-20,9999-01-01
459247,Teunis,Aseltine,Senior Engineer,1996-04-22,9999-01-01
459279,Serenella,Lampe,Senior Staff,1993-03-14,1993-03-14
459287,Premsyl,Ranta,Technique Leader,1988-10-23,9999-01-01
459339,Khalil,Henseler,Senior Staff,1999-12-10,1999-12-10
459351,Zorica,Jeansoulin,Senior Engineer,1986-07-05,9999-01-01
459409,DeForest,Szilard,Senior Engineer,1989-03-20,9999-01-01
459416,Niclas,Joslin,Senior Engineer,2000-02-18,2000-02-18
459450,Kersti,Sullins,Senior Engineer,1996-05-23,1996-05-23
459531,Gian,Kawashimo,Engineer,1996-09-05,1996-09-05
459614,Eishiro,Bojadziev,Engineer,1996-03-04,9999-01-01
459633,Bilhanan,Poupard,Senior Engineer,1991-06-02,1991-06-02
459636,DAIDA,Bardell,Senior Staff,1997-09-04,1997-09-04
459805,Kiyotoshi,Chandrasekhar,Senior Staff,1993-12-08,1993-12-08
459883,Richara,Businaro,Senior Engineer,1999-10-12,1999-10-12
459899,Mansur,Saoudi,Technique Leader,1988-03-01,9999-01-01
459918,Yakkov,Quittner,Senior Engineer,2000-04-24,2000-04-24
459978,Sadegh,Swan,Senior Staff,2000-07-07,2000-07-07
460010,Marl,Masada,Senior Engineer,1993-02-22,1993-02-22
460046,Domenick,Codenie,Senior Engineer,1985-05-03,9999-01-01
460105,Joydip,Plesums,Engineer,1996-07-05,9999-01-01
460307,Tsuneo,Carrera,Senior Staff,1994-04-14,1994-04-14
460331,Sham,Bierman,Senior Staff,1995-10-17,1995-10-17
460335,Toney,Sethi,Senior Staff,1994-10-22,1994-10-22
460348,Utz,Alameldin,Senior Engineer,2001-05-06,2001-05-06
460351,Magy,Jiang,Senior Engineer,1992-07-17,9999-01-01
460355,Jeanna,Aloisi,Senior Staff,1993-10-31,1993-10-31
460381,Atilio,Pietracaprina,Senior Staff,1996-05-03,1996-05-03
460402,Holgard,Pehl,Senior Staff,1997-10-21,1997-10-21
460407,Sham,Gargeya,Senior Staff,1995-07-14,9999-01-01
460419,Manton,Ecklund,Senior Staff,1996-03-25,1996-03-25
460498,Jacopo,Ponthieu,Senior Staff,1990-03-30,9999-01-01
460511,Hyuncheol,Ponthieu,Senior Engineer,1992-06-21,9999-01-01
460531,Satyanarayana,Lagarias,Senior Staff,1988-06-11,9999-01-01
460549,Boriana,Pillow,Staff,1997-09-06,9999-01-01
460564,Marie,Percebois,Senior Engineer,1987-08-20,9999-01-01
460585,Geoffrey,Rissanen,Senior Engineer,1994-08-01,1994-08-01
460588,Chuanyi,DasSarma,Engineer,1997-09-26,9999-01-01
460593,Sreenivas,Brattka,Senior Staff,1992-11-08,1992-11-08
460660,Pranav,Azevdeo,Senior Staff,1996-02-16,9999-01-01
460747,Gladys,Tibblin,Senior Staff,1991-09-18,1991-09-18
460871,Stein,Kilgore,Staff,1995-10-20,9999-01-01
460938,Foong,Koblitz,Engineer,1995-11-12,1995-11-12
460951,Diederik,Worfolk,Senior Staff,1996-03-20,9999-01-01
460978,Tse,Coors,Technique Leader,1985-04-15,9999-01-01
461002,Greger,Maksimenko,Senior Staff,1993-12-25,1993-12-25
461006,Stafford,Petereit,Technique Leader,1991-05-23,9999-01-01
461054,Slavian,Delgrange,Senior Staff,1991-03-30,1991-03-30
461062,Ennio,Eterovic,Senior Staff,1995-12-16,1995-12-16
461091,Faiza,Marciano,Engineer,1999-08-07,9999-01-01
461118,Itzchak,Kaiser,Senior Engineer,2000-03-19,2000-03-19
461123,Jongsuk,Maraist,Senior Engineer,1998-10-26,1998-10-26
461131,Sachar,Liedekerke,Senior Engineer,1994-12-29,1994-12-29
461145,Filipp,Selenyi,Senior Engineer,1993-04-02,1993-04-02
461157,Fai,Kaiser,Senior Engineer,1992-01-14,1992-01-14
461303,Badri,Simmen,Senior Engineer,1994-06-30,1994-06-30
461317,Leni,Chartres,Technique Leader,1987-07-28,9999-01-01
461318,Fatemeh,Aamodt,Senior Staff,1995-05-07,1995-05-07
461373,Yonghoan,Collette,Senior Engineer,1999-06-21,1992-06-20
461417,Jianhui,Cromarty,Senior Staff,1990-03-01,9999-01-01
461422,Tesuro,Schach,Senior Engineer,1993-12-12,1993-12-12
461474,King,Hammerschmidt,Senior Staff,1996-06-16,1996-06-16
461485,Vivian,Angot,Senior Engineer,1987-04-23,9999-01-01
461535,Apostol,Suwa,Senior Staff,1996-05-17,1996-05-17
461545,Mooi,Highland,Engineer,1998-12-09,9999-01-01
461566,Tamiya,Sessa,Senior Engineer,1992-04-01,1992-04-01
461608,Matk,Brendel,Senior Engineer,2002-02-03,2002-02-03
461625,Margareta,Bael,Senior Staff,1995-04-04,1995-04-04
461640,Krassimir,Auyong,Senior Engineer,1996-10-26,1996-10-26
461711,Evgueni,Dulay,Senior Engineer,1995-04-17,1990-04-17
461718,Florina,Gruenwald,Engineer,1995-07-07,9999-01-01
461762,Yechiam,Speer,Staff,1995-02-24,9999-01-01
461803,Charmane,Radwan,Senior Staff,1986-01-14,9999-01-01
461812,Kristine,Kaiser,Senior Staff,1990-02-28,1990-02-28
461891,Ranan,Stranks,Technique Leader,1986-07-25,9999-01-01
461909,Jagoda,Porotnikoff,Senior Engineer,1994-07-16,1994-07-16
462028,Rasiah,Angot,Senior Engineer,1992-02-08,1992-02-08
462036,Bojan,Hasenauer,Senior Staff,2000-04-10,2000-04-10
462070,Mahmut,Marsiglia,Staff,1998-04-18,9999-01-01
462091,Patricia,Stemann,Senior Engineer,1994-09-29,1994-09-29
462116,Mahmut,Ramras,Engineer,1998-10-03,9999-01-01
462140,Josyula,Chleq,Senior Engineer,2002-04-26,2002-04-26
462197,Yakkov,Thiran,Senior Engineer,1993-03-01,1993-03-01
462208,Stafford,Hopewell,Senior Staff,1996-03-26,1996-03-26
462231,Anneke,Albarhamtoshy,Senior Staff,1994-04-09,1994-04-09
462248,Manton,Vrecion,Engineer,1999-10-17,9999-01-01
462259,Tomoyuki,Huttel,Engineer,2001-04-28,2001-04-28
462387,Bezalel,Rossi,Senior Staff,1995-05-01,1995-05-01
462470,Satyanarayana,Worfolk,Assistant Engineer,1997-12-09,9999-01-01
462473,Honesty,Butterworth,Technique Leader,1987-09-08,9999-01-01
462510,Kshitij,Barvinok,Senior Engineer,2002-03-25,2002-03-25
462518,Ishfaq,Stavenow,Senior Staff,1993-05-23,1993-05-23
462557,Lobel,Androutsos,Technique Leader,1986-08-17,9999-01-01
462561,Vishwani,Azulay,Senior Staff,2001-01-16,2001-01-16
462618,Mingdong,Munoz,Technique Leader,1987-09-14,9999-01-01
462648,Fatemeh,Sridhar,Senior Engineer,1986-06-24,9999-01-01
462703,Jaber,Terkki,Senior Staff,1997-04-25,1997-04-25
462734,Shridhar,Jansch,Senior Engineer,1987-01-02,9999-01-01
462863,Jamaludin,Cullers,Senior Engineer,1985-06-06,9999-01-01
462872,Shahaf,Zirintsis,Senior Staff,1996-12-19,1996-12-19
462890,Jinya,Peak,Staff,1995-05-20,9999-01-01
462924,Sanjay,Veevers,Senior Engineer,1996-10-13,1996-10-13
462994,Horward,Haldar,Senior Staff,1987-05-24,9999-01-01
463019,Jovan,Figueira,Senior Staff,1993-04-03,1993-04-03
463030,Kazuhito,Oppitz,Senior Staff,1992-12-07,1992-12-07
463161,Subhash,Milicia,Senior Engineer,1985-07-14,9999-01-01
463214,Toshimo,Acton,Engineer,1997-11-14,1997-11-14
463260,Masako,Muntz,Senior Engineer,2002-02-05,2002-02-05
463317,Marco,Baar,Senior Staff,1996-05-27,1996-05-27
463334,Tran,Peak,Assistant Engineer,1996-12-13,9999-01-01
463368,Kotesh,Irland,Senior Engineer,1991-04-11,1991-04-11
463377,Greger,Ranai,Staff,1999-07-12,9999-01-01
463392,Masoud,Vandervoorde,Senior Staff,2001-12-19,2001-12-19
463444,Patricia,Zambonelli,Senior Engineer,1997-11-30,1992-11-30
463449,Aemilian,Varman,Senior Engineer,1996-10-06,1996-10-06
463463,Katsuyuki,Klerer,Senior Staff,1995-09-16,9999-01-01
463621,Lidong,Kobara,Senior Engineer,1991-11-24,1991-11-24
463658,Weiyi,Kroha,Staff,1995-09-07,9999-01-01
463659,Gretta,Driscoll,Senior Engineer,1998-09-27,1998-09-27
463679,Constantijn,Thimonier,Senior Engineer,1993-04-07,1993-04-07
463700,Giao,Maraist,Senior Staff,1998-12-22,1998-12-22
463736,Howell,Smeets,Senior Engineer,1994-07-14,1994-07-14
463738,Hairong,Pellegrinelli,Senior Engineer,1998-08-13,9999-01-01
463746,Berhard,Reistad,Staff,1995-07-13,9999-01-01
463768,Mihalis,Pillow,Engineer,1998-07-06,9999-01-01
463804,Ymte,Potthoff,Senior Engineer,1994-01-31,1994-01-31
463869,Tooru,Zumaque,Senior Staff,1992-08-21,1992-08-21
463932,Conrado,Marakhovsky,Senior Staff,2001-09-09,2001-09-09
463959,Lein,Zaccaria,Senior Engineer,1991-04-11,1991-04-11
464050,Shan,Bratten,Senior Staff,1995-04-22,1995-04-22
464174,Palash,Broomell,Technique Leader,1988-08-30,9999-01-01
464179,Weiru,Krogh,Senior Engineer,1992-01-15,9999-01-01
464242,Gen,Androutsos,Staff,1999-01-12,9999-01-01
464310,Marit,Molenkamp,Senior Staff,1991-12-18,9999-01-01
464374,Peternela,Slutz,Senior Engineer,1991-06-02,9999-01-01
464425,Shaunak,Murtafg,Senior Staff,1996-08-30,9999-01-01
464439,Zhiguo,Verhaegen,Senior Staff,1993-12-24,1993-12-24
464524,Youssef,Minakawa,Senior Engineer,1998-12-29,9999-01-01
464550,Xuedong,Lamparter,Senior Staff,1995-01-29,1995-01-29
464555,Kellyn,Zastre,Senior Staff,1995-04-21,1995-04-21
464640,Elvia,Fontet,Senior Staff,1991-03-23,1991-03-23
464650,Sugwoo,Pramanik,Senior Engineer,1994-07-30,1994-07-30
464695,Lech,Angel,Senior Engineer,1994-06-02,1994-06-02
464701,Hongzhu,Paludetto,Senior Staff,1995-03-09,1995-03-09
464724,Thanasis,Luon,Senior Staff,1990-02-05,1990-02-05
464725,Sedat,Peac,Senior Engineer,1999-01-14,9999-01-01
464730,Susanna,Halloran,Senior Staff,1987-12-10,9999-01-01
464744,Ranan,Anick,Senior Staff,1991-10-10,1991-10-10
464820,Seshu,Linnainmaa,Engineer,1997-12-09,9999-01-01
464845,Toong,Hooghiemstra,Senior Engineer,1993-07-23,1993-07-23
464953,Toshimitsu,Winter,Senior Engineer,1993-03-16,1993-03-16
465096,Denny,Facello,Senior Engineer,1991-08-21,1991-08-21
465098,Mircea,Iivonen,Senior Engineer,1996-06-01,1996-06-01
465194,Yechiam,Aloia,Senior Engineer,1994-03-06,1994-03-06
465199,Wojceich,Plotkin,Senior Engineer,2002-03-02,2002-03-02
465207,Saddek,Moffat,Senior Staff,1985-03-07,9999-01-01
465311,Mitchel,Lenart,Engineer,1998-07-16,1998-07-16
465384,Pohua,Attimonelli,Senior Engineer,2001-11-20,2001-11-20
465471,Wilmer,Birta,Senior Staff,1993-05-20,1993-05-20
465480,Rayond,Atrawala,Staff,1999-09-06,9999-01-01
465537,Jaideep,Plessier,Senior Engineer,1996-02-22,1996-02-22
465548,Godehard,Cappelletti,Senior Engineer,1994-06-17,1994-06-17
465603,Uma,Lorch,Senior Staff,1994-02-08,1994-02-08
465616,Bernt,Moffat,Senior Staff,1995-10-05,1995-10-05
465699,Aral,Schwabacher,Senior Staff,1985-09-28,9999-01-01
465725,Youngkon,Moffat,Senior Engineer,1987-04-03,9999-01-01
465751,Elzbieta,Thorensen,Assistant Engineer,1999-07-16,9999-01-01
465757,Brewster,Morris,Senior Engineer,1993-09-22,9999-01-01
465818,Eben,Rosiles,Senior Engineer,1995-11-13,1995-11-13
465829,Dante,Beidas,Senior Engineer,1996-12-01,1996-12-01
465904,Lorien,Schmezko,Senior Engineer,2002-06-02,2002-06-02
465977,Kiyotoshi,Suermann,Senior Engineer,2000-04-29,2000-04-29
465980,Kazuhito,Hmelo,Senior Engineer,1994-12-12,1994-12-12
466034,Saniya,Lovengreen,Senior Staff,1992-08-01,1992-08-01
466042,Debaprosad,Yetto,Senior Engineer,1999-08-20,1999-08-20
466063,Heon,Wendorf,Senior Staff,1995-03-08,1995-03-08
466076,Shahaf,Vitiello,Senior Engineer,1994-05-20,1994-05-20
466103,Phule,Homond,Senior Engineer,1993-10-15,1993-10-15
466121,Fuqing,Trumbly,Senior Staff,1994-06-06,1994-06-06
466168,Khun,McFarlin,Engineer,1999-10-26,9999-01-01
466180,Troy,Lukaszewicz,Senior Engineer,1992-02-10,1992-02-10
466205,Zeydy,Callaway,Senior Engineer,1988-04-13,9999-01-01
466226,Gianluca,Talmor,Engineer,1999-02-23,9999-01-01
466272,Pohua,DeMori,Engineer,1997-06-14,9999-01-01
466279,Adil,Goodrum,Senior Staff,1995-03-24,9999-01-01
466315,Dante,Majewski,Senior Engineer,1994-12-07,1994-12-07
466468,Irena,Granlund,Staff,1999-03-04,9999-01-01
466490,Masako,Lenart,Senior Engineer,1993-01-13,1993-01-13
466496,Utz,Raoux,Senior Engineer,1993-11-30,1993-11-30
466511,Ramya,Tagansky,Senior Engineer,1990-09-29,9999-01-01
466556,Xinglin,Karnin,Senior Engineer,1993-11-20,1993-11-20
466584,Irene,Demizu,Senior Staff,1986-07-13,9999-01-01
466629,Hailing,Marchegay,Senior Staff,1995-02-13,1995-02-13
466710,Becky,Chachaty,Senior Engineer,1986-02-22,9999-01-01
466711,Adib,Zeidenstein,Senior Staff,1986-12-24,9999-01-01
466740,Oddvar,Feldhoffer,Senior Staff,1993-06-15,1993-06-15
466753,Stevo,Kushner,Senior Staff,1992-08-11,1992-08-11
466758,Hugo,Anandan,Senior Staff,1996-11-24,1996-11-24
466869,Flemming,Magalhaes,Senior Staff,1996-03-02,1996-03-02
466969,Sariel,Skogmar,Senior Engineer,1993-09-15,1993-09-15
466983,Sachio,Meszaros,Senior Engineer,1997-10-05,1997-10-05
467060,Aimee,Baik,Senior Staff,1991-10-07,9999-01-01
467065,Jeanne,Ginneken,Senior Engineer,1996-11-12,1996-11-12
467129,Richara,Reinhard,Senior Staff,1994-07-11,1994-07-11
467130,Cristinel,Passafiume,Senior Staff,1992-12-25,9999-01-01
467222,Xiaoheng,Suri,Engineer,1996-06-09,9999-01-01
467242,Abdulah,Kalefeld,Senior Staff,1991-10-27,1991-10-27
467288,Tze,Feinberg,Staff,1998-08-25,9999-01-01
467331,Jeane,Boreale,Technique Leader,1995-09-29,9999-01-01
467345,Florian,Kobuchi,Senior Staff,1994-08-15,1994-08-15
467357,Suebskul,Lichtman,Senior Engineer,2002-05-13,1995-05-13
467443,Xiadong,Ramamoorthy,Senior Engineer,2002-07-21,1994-07-21
467447,Sakthirel,Kandlur,Senior Engineer,2001-04-04,2001-04-04
467520,Xianlong,Onuegbe,Staff,1996-12-31,9999-01-01
467554,Shalesh,Zockler,Senior Staff,1994-07-22,1994-07-22
467581,Dines,Dalphin,Senior Engineer,1997-11-17,9999-01-01
467616,Manton,Kitai,Senior Engineer,1995-08-03,1995-08-03
467630,Radhika,Smeets,Technique Leader,1987-04-03,9999-01-01
467680,Ravishankar,Luon,Senior Staff,1991-06-13,1991-06-13
467771,Breannda,Schaad,Senior Staff,1995-11-20,9999-01-01
467828,Fox,Butner,Senior Engineer,1992-08-27,1992-08-27
467942,Teunis,Sichman,Senior Engineer,2000-08-23,2000-08-23
467943,Marko,Krychniak,Senior Engineer,1993-10-10,1993-10-10
467960,Huan,Lichtner,Staff,1998-04-21,9999-01-01
467971,Xiaoqiu,DeMori,Senior Engineer,2000-09-12,2000-09-12
467973,Gopalakrishnan,Cannard,Senior Engineer,2001-09-12,2001-09-12
468021,Mandell,Meszaros,Technique Leader,1987-07-19,9999-01-01
468028,Jessie,Schaft,Senior Staff,1985-08-15,9999-01-01
468030,Anoosh,Poujol,Senior Engineer,1998-12-10,1998-12-10
468043,Mohamadou,Pappas,Senior Engineer,1995-09-02,1990-09-02
468046,Perry,Perez,Senior Engineer,2000-01-08,9999-01-01
468058,Martina,Polupanov,Senior Staff,1997-09-12,1997-09-12
468077,Mingsen,Begiun,Senior Staff,1990-07-17,1990-07-17
468129,Tzvetan,Hanratty,Staff,1996-12-05,9999-01-01
468160,Remko,Fendler,Senior Engineer,1999-02-19,1992-02-19
468175,Girolamo,Ranft,Senior Staff,1994-09-13,1994-09-13
468185,Nakhoon,Pietracaprina,Senior Engineer,1996-05-17,1996-05-17
468245,Xiaoqiang,Erev,Senior Engineer,2001-04-16,2001-04-16
468256,Gudjon,Lieberherr,Engineer,1996-04-02,9999-01-01
468273,Yechezkel,Usery,Staff,1996-12-26,9999-01-01
468303,Stamatina,Beerel,Staff,1999-08-08,9999-01-01
468355,Huai,Matzen,Senior Engineer,1993-09-17,1993-09-17
468369,Trygve,Iacovou,Senior Engineer,1989-03-31,9999-01-01
468406,Alois,Michaels,Senior Engineer,1996-08-28,1996-08-28
468445,Roddy,Krybus,Senior Engineer,1993-04-27,1993-04-27
468472,Sreekrishna,Tsukuda,Engineer,1998-02-03,9999-01-01
468477,Yuguang,Conde,Senior Engineer,1998-09-08,1998-09-08
468494,Aris,Willoner,Senior Staff,1993-12-12,1993-12-12
468518,Manu,Tempesti,Engineer,1998-04-15,9999-01-01
468524,Geraldo,Bellone,Senior Staff,1993-11-02,1993-11-02
468527,Sibyl,Luan,Senior Staff,1987-04-21,9999-01-01
468730,Xiaoqiu,Christianini,Senior Staff,1989-01-03,9999-01-01
468764,Gor,Ramsak,Senior Engineer,1999-02-28,1999-02-28
468802,Bodh,Karnin,Senior Engineer,1989-11-24,9999-01-01
468887,Weiru,Willoner,Technique Leader,1986-02-27,9999-01-01
468920,Randy,Bahk,Senior Engineer,1998-07-13,9999-01-01
468937,Siddarth,Katiyar,Senior Engineer,1996-01-21,1996-01-21
468974,Faiza,Mateescu,Senior Staff,1996-12-16,1996-12-16
469004,Baocai,Grabner,Senior Engineer,2000-05-13,2000-05-13
469053,Vidya,Dymetman,Senior Staff,1996-09-11,1996-09-11
